# Job started on: Fri Jan 20 18:05:50 CET 2017 .....................................................................................................................................................................................
# FONLL heavy quark hadroproduction cross section, calculated on Fri Jan 20 18:35:52 CET 2017
# FONLL version and perturbative order: ## FONLL v1.3.2 fonll [ds/dpt^2dy (pb/GeV^2)]
# quark = bottom
# final state = J/psi from a single B. NP params (cm,lm,hm) = 24.2, 26.7, 22.2
# BR(q->meson) = 1
# BR(B->J/psi) = 0.0116
# ebeam1 = 2515, ebeam2 = 2515
# PDF set = CTEQ6.6
# ptmin = 5
# ptmax = 60
# ymin  = -2.4
# ymax  = 2.4
# Uncertainties from scales, masses, PDFs combined quadratically
# cross section is ds/dpt (pb/GeV)
# pt      central      min       max       min_sc     max_sc     min_mass   max_mass     min_pdf    max_pdf
  50.7875 4.7595e+00 4.1544e+00 5.4147e+00 4.2004e+00 5.3731e+00 4.7061e+00 4.8105e+00 4.5344e+00 4.9834e+00
  50.9250 4.6864e+00 4.0902e+00 5.3310e+00 4.1354e+00 5.2896e+00 4.6342e+00 4.7374e+00 4.4648e+00 4.9080e+00
  51.0625 4.6145e+00 4.0283e+00 5.2481e+00 4.0728e+00 5.2072e+00 4.5634e+00 4.6644e+00 4.3964e+00 4.8326e+00
  51.2000 4.5437e+00 3.9671e+00 5.1677e+00 4.0113e+00 5.1272e+00 4.4938e+00 4.5924e+00 4.3280e+00 4.7595e+00
  51.3375 4.4741e+00 3.9074e+00 5.0886e+00 3.9510e+00 5.0483e+00 4.4254e+00 4.5228e+00 4.2618e+00 4.6876e+00
  51.4750 4.4068e+00 3.8474e+00 5.0103e+00 3.8906e+00 4.9706e+00 4.3581e+00 4.4544e+00 4.1969e+00 4.6168e+00
  51.6125 4.3396e+00 3.7897e+00 4.9335e+00 3.8326e+00 4.8940e+00 4.2920e+00 4.3860e+00 4.1319e+00 4.5472e+00
  51.7500 4.2734e+00 3.7325e+00 4.8589e+00 3.7746e+00 4.8198e+00 4.2270e+00 4.3198e+00 4.0693e+00 4.4788e+00
  51.8875 4.2096e+00 3.6755e+00 4.7851e+00 3.7178e+00 4.7467e+00 4.1632e+00 4.2537e+00 4.0066e+00 4.4115e+00
  52.0250 4.1458e+00 3.6206e+00 4.7118e+00 3.6621e+00 4.6736e+00 4.1006e+00 4.1899e+00 3.9463e+00 4.3454e+00
  52.1625 4.0832e+00 3.5665e+00 4.6407e+00 3.6076e+00 4.6029e+00 4.0391e+00 4.1261e+00 3.8860e+00 4.2804e+00
  52.3000 4.0217e+00 3.5139e+00 4.5708e+00 3.5542e+00 4.5333e+00 3.9788e+00 4.0646e+00 3.8280e+00 4.2166e+00
  52.4375 3.9614e+00 3.4608e+00 4.5020e+00 3.5009e+00 4.4648e+00 3.9185e+00 4.0032e+00 3.7700e+00 4.1540e+00
  52.5750 3.9022e+00 3.4091e+00 4.4345e+00 3.4487e+00 4.3976e+00 3.8605e+00 3.9440e+00 3.7132e+00 4.0925e+00
  52.7125 3.8442e+00 3.3584e+00 4.3665e+00 3.3976e+00 4.3303e+00 3.8025e+00 3.8848e+00 3.6575e+00 4.0310e+00
  52.8500 3.7874e+00 3.3085e+00 4.3012e+00 3.3478e+00 4.2653e+00 3.7468e+00 3.8268e+00 3.6018e+00 3.9718e+00
  52.9875 3.7306e+00 3.2595e+00 4.2370e+00 3.2979e+00 4.2015e+00 3.6911e+00 3.7700e+00 3.5484e+00 3.9127e+00
  53.1250 3.6749e+00 3.2122e+00 4.1745e+00 3.2503e+00 4.1389e+00 3.6366e+00 3.7143e+00 3.4951e+00 3.8558e+00
  53.2625 3.6204e+00 3.1639e+00 4.1126e+00 3.2016e+00 4.0774e+00 3.5821e+00 3.6586e+00 3.4429e+00 3.7990e+00
  53.4000 3.5670e+00 3.1180e+00 4.0508e+00 3.1552e+00 4.0159e+00 3.5299e+00 3.6053e+00 3.3918e+00 3.7433e+00
  53.5375 3.5148e+00 3.0715e+00 3.9912e+00 3.1088e+00 3.9568e+00 3.4777e+00 3.5519e+00 3.3408e+00 3.6888e+00
  53.6750 3.4638e+00 3.0267e+00 3.9313e+00 3.0636e+00 3.8976e+00 3.4266e+00 3.4997e+00 3.2921e+00 3.6343e+00
  53.8125 3.4127e+00 2.9831e+00 3.8733e+00 3.0195e+00 3.8396e+00 3.3768e+00 3.4475e+00 3.2434e+00 3.5821e+00
  53.9500 3.3628e+00 2.9389e+00 3.8172e+00 2.9754e+00 3.7839e+00 3.3269e+00 3.3976e+00 3.1946e+00 3.5299e+00
  54.0875 3.3130e+00 2.8958e+00 3.7604e+00 2.9313e+00 3.7271e+00 3.2782e+00 3.3478e+00 3.1482e+00 3.4788e+00
  54.2250 3.2654e+00 2.8540e+00 3.7050e+00 2.8896e+00 3.6726e+00 3.2306e+00 3.2990e+00 3.1018e+00 3.4278e+00
  54.3625 3.2178e+00 2.8128e+00 3.6516e+00 2.8478e+00 3.6192e+00 3.1842e+00 3.2503e+00 3.0566e+00 3.3791e+00
  54.5000 3.1703e+00 2.7726e+00 3.5982e+00 2.8072e+00 3.5658e+00 3.1378e+00 3.2028e+00 3.0114e+00 3.3304e+00
  54.6375 3.1250e+00 2.7321e+00 3.5456e+00 2.7666e+00 3.5136e+00 3.0926e+00 3.1564e+00 2.9673e+00 3.2828e+00
  54.7750 3.0798e+00 2.6920e+00 3.4941e+00 2.7260e+00 3.4626e+00 3.0473e+00 3.1111e+00 2.9244e+00 3.2352e+00
  54.9125 3.0357e+00 2.6537e+00 3.4427e+00 2.6877e+00 3.4116e+00 3.0032e+00 3.0659e+00 2.8814e+00 3.1888e+00
  55.0500 2.9916e+00 2.6159e+00 3.3939e+00 2.6494e+00 3.3628e+00 2.9603e+00 3.0218e+00 2.8397e+00 3.1436e+00
  55.1875 2.9487e+00 2.5777e+00 3.3447e+00 2.6112e+00 3.3141e+00 2.9174e+00 2.9789e+00 2.7979e+00 3.0984e+00
  55.3250 2.9058e+00 2.5411e+00 3.2960e+00 2.5740e+00 3.2654e+00 2.8756e+00 2.9360e+00 2.7573e+00 3.0543e+00
  55.4625 2.8652e+00 2.5041e+00 3.2490e+00 2.5369e+00 3.2190e+00 2.8350e+00 2.8930e+00 2.7179e+00 3.0114e+00
  55.6000 2.8234e+00 2.4687e+00 3.2026e+00 2.5010e+00 3.1726e+00 2.7944e+00 2.8524e+00 2.6784e+00 2.9684e+00
  55.7375 2.7840e+00 2.4339e+00 3.1558e+00 2.4662e+00 3.1262e+00 2.7550e+00 2.8118e+00 2.6402e+00 2.9267e+00
  55.8750 2.7434e+00 2.3996e+00 3.1115e+00 2.4314e+00 3.0821e+00 2.7156e+00 2.7712e+00 2.6019e+00 2.8849e+00
  56.0125 2.7051e+00 2.3650e+00 3.0670e+00 2.3966e+00 3.0380e+00 2.6773e+00 2.7318e+00 2.5648e+00 2.8443e+00
  56.1500 2.6668e+00 2.3319e+00 3.0229e+00 2.3629e+00 2.9940e+00 2.6390e+00 2.6935e+00 2.5288e+00 2.8049e+00
  56.2875 2.6286e+00 2.2994e+00 2.9799e+00 2.3304e+00 2.9510e+00 2.6019e+00 2.6552e+00 2.4917e+00 2.7654e+00
  56.4250 2.5914e+00 2.2675e+00 2.9381e+00 2.2980e+00 2.9093e+00 2.5648e+00 2.6181e+00 2.4569e+00 2.7272e+00
  56.5625 2.5555e+00 2.2352e+00 2.8958e+00 2.2655e+00 2.8675e+00 2.5288e+00 2.5810e+00 2.4221e+00 2.6889e+00
  56.7000 2.5195e+00 2.2040e+00 2.8550e+00 2.2342e+00 2.8269e+00 2.4940e+00 2.5439e+00 2.3873e+00 2.6518e+00
  56.8375 2.4836e+00 2.1733e+00 2.8155e+00 2.2028e+00 2.7875e+00 2.4592e+00 2.5091e+00 2.3536e+00 2.6146e+00
  56.9750 2.4488e+00 2.1421e+00 2.7755e+00 2.1715e+00 2.7480e+00 2.4244e+00 2.4731e+00 2.3200e+00 2.5775e+00
  57.1125 2.4151e+00 2.1121e+00 2.7370e+00 2.1414e+00 2.7098e+00 2.3908e+00 2.4383e+00 2.2875e+00 2.5427e+00
  57.2500 2.3815e+00 2.0831e+00 2.6982e+00 2.1124e+00 2.6715e+00 2.3571e+00 2.4047e+00 2.2550e+00 2.5068e+00
  57.3875 2.3478e+00 2.0548e+00 2.6614e+00 2.0834e+00 2.6344e+00 2.3246e+00 2.3710e+00 2.2237e+00 2.4731e+00
  57.5250 2.3154e+00 2.0259e+00 2.6238e+00 2.0544e+00 2.5972e+00 2.2922e+00 2.3386e+00 2.1924e+00 2.4383e+00
  57.6625 2.2829e+00 1.9976e+00 2.5866e+00 2.0254e+00 2.5601e+00 2.2608e+00 2.3061e+00 2.1622e+00 2.4047e+00
  57.8000 2.2516e+00 1.9700e+00 2.5515e+00 1.9975e+00 2.5253e+00 2.2295e+00 2.2736e+00 2.1321e+00 2.3722e+00
  57.9375 2.2202e+00 1.9433e+00 2.5155e+00 1.9708e+00 2.4894e+00 2.1982e+00 2.2423e+00 2.1019e+00 2.3397e+00
  58.0750 2.1901e+00 1.9168e+00 2.4812e+00 1.9442e+00 2.4557e+00 2.1680e+00 2.2121e+00 2.0729e+00 2.3072e+00
  58.2125 2.1599e+00 1.8903e+00 2.4463e+00 1.9175e+00 2.4209e+00 2.1390e+00 2.1808e+00 2.0439e+00 2.2759e+00
  58.3500 2.1309e+00 1.8633e+00 2.4125e+00 1.8908e+00 2.3873e+00 2.1089e+00 2.1506e+00 2.0149e+00 2.2458e+00
  58.4875 2.1008e+00 1.8384e+00 2.3799e+00 1.8653e+00 2.3548e+00 2.0799e+00 2.1216e+00 1.9871e+00 2.2144e+00
  58.6250 2.0729e+00 1.8132e+00 2.3472e+00 1.8398e+00 2.3223e+00 2.0520e+00 2.0926e+00 1.9604e+00 2.1854e+00
  58.7625 2.0439e+00 1.7889e+00 2.3146e+00 1.8154e+00 2.2898e+00 2.0242e+00 2.0636e+00 1.9326e+00 2.1553e+00
  58.9000 2.0161e+00 1.7637e+00 2.2831e+00 1.7899e+00 2.2585e+00 1.9964e+00 2.0358e+00 1.9059e+00 2.1263e+00
  59.0375 1.9894e+00 1.7406e+00 2.2512e+00 1.7667e+00 2.2272e+00 1.9697e+00 2.0080e+00 1.8804e+00 2.0973e+00
  59.1750 1.9616e+00 1.7170e+00 2.2213e+00 1.7423e+00 2.1970e+00 1.9430e+00 1.9813e+00 1.8548e+00 2.0694e+00
  59.3125 1.9349e+00 1.6940e+00 2.1909e+00 1.7191e+00 2.1669e+00 1.9163e+00 1.9534e+00 1.8293e+00 2.0416e+00
  59.4500 1.9094e+00 1.6705e+00 2.1613e+00 1.6959e+00 2.1379e+00 1.8908e+00 1.9279e+00 1.8038e+00 2.0138e+00
  59.5875 1.8838e+00 1.6476e+00 2.1320e+00 1.6727e+00 2.1089e+00 1.8653e+00 1.9012e+00 1.7794e+00 1.9871e+00
  59.7250 1.8583e+00 1.6257e+00 2.1029e+00 1.6507e+00 2.0799e+00 1.8398e+00 1.8757e+00 1.7551e+00 1.9604e+00
  59.8625 1.8328e+00 1.6039e+00 2.0753e+00 1.6286e+00 2.0520e+00 1.8154e+00 1.8502e+00 1.7307e+00 1.9349e+00
  60.0000 1.8084e+00 1.5821e+00 2.0473e+00 1.6066e+00 2.0242e+00 1.7910e+00 1.8258e+00 1.7075e+00 1.9094e+00
