# Job started on: Wed Jan 25 15:49:32 CET 2017 ........................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
# FONLL heavy quark hadroproduction cross section, calculated on Wed Jan 25 17:21:23 CET 2017
# FONLL version and perturbative order: ## FONLL v1.3.2 fonll [ds/dpt^2dy (pb/GeV^2)]
# quark = bottom
# final state = J/psi from a single B. NP params (cm,lm,hm) = 24.2, 26.7, 22.2
# BR(q->meson) = 1
# BR(B->J/psi) = 0.0116
# ebeam1 = 2515, ebeam2 = 2515
# PDF set = CTEQ6.6
# ptmin = 1
# ptmax = 300
# ymin  = -2.4
# ymax  = 2.4
# Uncertainties from scales, masses, PDFs combined quadratically
# cross section is ds/dpt (pb/GeV)
# pt      central      min       max       min_sc     max_sc     min_mass   max_mass     min_pdf    max_pdf
 128.7500 1.4546e-02 1.1780e-02 1.7163e-02 1.2957e-02 1.5915e-02 1.4430e-02 1.4651e-02 1.2284e-02 1.6774e-02
 129.0000 1.4349e-02 1.1625e-02 1.6950e-02 1.2783e-02 1.5706e-02 1.4245e-02 1.4454e-02 1.2122e-02 1.6565e-02
 129.2500 1.4164e-02 1.1471e-02 1.6738e-02 1.2621e-02 1.5509e-02 1.4059e-02 1.4268e-02 1.1960e-02 1.6356e-02
 129.5000 1.3978e-02 1.1318e-02 1.6521e-02 1.2458e-02 1.5300e-02 1.3874e-02 1.4082e-02 1.1797e-02 1.6147e-02
 129.7500 1.3792e-02 1.1165e-02 1.6309e-02 1.2296e-02 1.5103e-02 1.3688e-02 1.3897e-02 1.1635e-02 1.5938e-02
 130.0000 1.3618e-02 1.1010e-02 1.6103e-02 1.2134e-02 1.4906e-02 1.3514e-02 1.3723e-02 1.1476e-02 1.5741e-02
 130.2500 1.3444e-02 1.0857e-02 1.5887e-02 1.1971e-02 1.4709e-02 1.3340e-02 1.3537e-02 1.1320e-02 1.5532e-02
 130.5000 1.3270e-02 1.0715e-02 1.5697e-02 1.1820e-02 1.4523e-02 1.3166e-02 1.3363e-02 1.1168e-02 1.5347e-02
 130.7500 1.3096e-02 1.0574e-02 1.5497e-02 1.1670e-02 1.4338e-02 1.2992e-02 1.3189e-02 1.1019e-02 1.5150e-02
 131.0000 1.2922e-02 1.0433e-02 1.5298e-02 1.1515e-02 1.4152e-02 1.2830e-02 1.3015e-02 1.0870e-02 1.4952e-02
 131.2500 1.2760e-02 1.0291e-02 1.5103e-02 1.1366e-02 1.3966e-02 1.2656e-02 1.2853e-02 1.0725e-02 1.4767e-02
 131.5000 1.2598e-02 1.0153e-02 1.4909e-02 1.1218e-02 1.3781e-02 1.2493e-02 1.2690e-02 1.0582e-02 1.4581e-02
 131.7500 1.2435e-02 1.0018e-02 1.4721e-02 1.1075e-02 1.3607e-02 1.2331e-02 1.2528e-02 1.0440e-02 1.4396e-02
 132.0000 1.2273e-02 9.8862e-03 1.4543e-02 1.0932e-02 1.3433e-02 1.2180e-02 1.2366e-02 1.0301e-02 1.4222e-02
 132.2500 1.2110e-02 9.7567e-03 1.4364e-02 1.0790e-02 1.3259e-02 1.2018e-02 1.2203e-02 1.0164e-02 1.4048e-02
 132.5000 1.1960e-02 9.6255e-03 1.4172e-02 1.0652e-02 1.3085e-02 1.1867e-02 1.2052e-02 1.0028e-02 1.3862e-02
 132.7500 1.1809e-02 9.4969e-03 1.3995e-02 1.0515e-02 1.2922e-02 1.1716e-02 1.1890e-02 9.8948e-03 1.3688e-02
 133.0000 1.1658e-02 9.3715e-03 1.3828e-02 1.0381e-02 1.2760e-02 1.1565e-02 1.1739e-02 9.7637e-03 1.3526e-02
 133.2500 1.1505e-02 9.2495e-03 1.3652e-02 1.0249e-02 1.2598e-02 1.1418e-02 1.1591e-02 9.6338e-03 1.3352e-02
 133.5000 1.1358e-02 9.1276e-03 1.3484e-02 1.0117e-02 1.2435e-02 1.1272e-02 1.1442e-02 9.5062e-03 1.3189e-02
 133.7500 1.1214e-02 9.0070e-03 1.3315e-02 9.9876e-03 1.2273e-02 1.1129e-02 1.1297e-02 9.3809e-03 1.3027e-02
 134.0000 1.1071e-02 8.8888e-03 1.3151e-02 9.8612e-03 1.2122e-02 1.0988e-02 1.1153e-02 9.2568e-03 1.2864e-02
 134.2500 1.0931e-02 8.7722e-03 1.2981e-02 9.7359e-03 1.1960e-02 1.0848e-02 1.1012e-02 9.1350e-03 1.2702e-02
 134.5000 1.0793e-02 8.6574e-03 1.2825e-02 9.6118e-03 1.1809e-02 1.0710e-02 1.0873e-02 9.0155e-03 1.2551e-02
 134.7500 1.0656e-02 8.5433e-03 1.2659e-02 9.4900e-03 1.1658e-02 1.0575e-02 1.0735e-02 8.8960e-03 1.2389e-02
 135.0000 1.0521e-02 8.4320e-03 1.2507e-02 9.3693e-03 1.1517e-02 1.0441e-02 1.0599e-02 8.7800e-03 1.2238e-02
 135.2500 1.0388e-02 8.3215e-03 1.2352e-02 9.2510e-03 1.1370e-02 1.0310e-02 1.0466e-02 8.6640e-03 1.2087e-02
 135.5000 1.0257e-02 8.2142e-03 1.2208e-02 9.1350e-03 1.1228e-02 1.0180e-02 1.0333e-02 8.5515e-03 1.1948e-02
 135.7500 1.0128e-02 8.1060e-03 1.2054e-02 9.0190e-03 1.1086e-02 1.0051e-02 1.0203e-02 8.4390e-03 1.1797e-02
 136.0000 1.0000e-02 8.0013e-03 1.1911e-02 8.9065e-03 1.0947e-02 9.9250e-03 1.0076e-02 8.3288e-03 1.1658e-02
 136.2500 9.8751e-03 7.8976e-03 1.1760e-02 8.7940e-03 1.0809e-02 9.8008e-03 9.9493e-03 8.2209e-03 1.1511e-02
 136.5000 9.7510e-03 7.7947e-03 1.1616e-02 8.6838e-03 1.0674e-02 9.6779e-03 9.8240e-03 8.1130e-03 1.1370e-02
 136.7500 9.6292e-03 7.6935e-03 1.1474e-02 8.5747e-03 1.0541e-02 9.5572e-03 9.7011e-03 8.0075e-03 1.1231e-02
 137.0000 9.5097e-03 7.5946e-03 1.1334e-02 8.4680e-03 1.0409e-02 9.4378e-03 9.5804e-03 7.9042e-03 1.1095e-02
 137.2500 9.3902e-03 7.4957e-03 1.1195e-02 8.3613e-03 1.0279e-02 9.3194e-03 9.4610e-03 7.8010e-03 1.0960e-02
 137.5000 9.2742e-03 7.3986e-03 1.1059e-02 8.2569e-03 1.0151e-02 9.2034e-03 9.3426e-03 7.7001e-03 1.0827e-02
 137.7500 9.1582e-03 7.3048e-03 1.0925e-02 8.1548e-03 1.0025e-02 9.0886e-03 9.2266e-03 7.6015e-03 1.0696e-02
 138.0000 9.0445e-03 7.2101e-03 1.0793e-02 8.0527e-03 9.9006e-03 8.9761e-03 9.1118e-03 7.5029e-03 1.0568e-02
 138.2500 8.9320e-03 7.1182e-03 1.0662e-02 7.9530e-03 9.7776e-03 8.8647e-03 8.9993e-03 7.4066e-03 1.0440e-02
 138.5000 8.8218e-03 7.0260e-03 1.0532e-02 7.8544e-03 9.6558e-03 8.7545e-03 8.8879e-03 7.3103e-03 1.0314e-02
 138.7500 8.7128e-03 6.9359e-03 1.0405e-02 7.7569e-03 9.5364e-03 8.6466e-03 8.7777e-03 7.2164e-03 1.0189e-02
 139.0000 8.6049e-03 6.8470e-03 1.0280e-02 7.6606e-03 9.4192e-03 8.5399e-03 8.6698e-03 7.1236e-03 1.0068e-02
 139.2500 8.4993e-03 6.7598e-03 1.0156e-02 7.5655e-03 9.3032e-03 8.4344e-03 8.5620e-03 7.0331e-03 9.9470e-03
 139.5000 8.3938e-03 6.6738e-03 1.0034e-02 7.4727e-03 9.1884e-03 8.3300e-03 8.4564e-03 6.9426e-03 9.8275e-03
 139.7500 8.2905e-03 6.5879e-03 9.9127e-03 7.3799e-03 9.0747e-03 8.2279e-03 8.3532e-03 6.8533e-03 9.7092e-03
 140.0000 8.1884e-03 6.5048e-03 9.7939e-03 7.2894e-03 8.9633e-03 8.1270e-03 8.2499e-03 6.7663e-03 9.5932e-03
 140.2500 8.0887e-03 6.4224e-03 9.6769e-03 7.2001e-03 8.8531e-03 8.0272e-03 8.1490e-03 6.6804e-03 9.4795e-03
 140.5000 7.9889e-03 6.3400e-03 9.5610e-03 7.1108e-03 8.7452e-03 7.9286e-03 8.0492e-03 6.5946e-03 9.3658e-03
 140.7500 7.8915e-03 6.2599e-03 9.4469e-03 7.0238e-03 8.6385e-03 7.8312e-03 7.9506e-03 6.5111e-03 9.2545e-03
 141.0000 7.7952e-03 6.1810e-03 9.3349e-03 6.9380e-03 8.5330e-03 7.7360e-03 7.8532e-03 6.4287e-03 9.1454e-03
 141.2500 7.7001e-03 6.1023e-03 9.2232e-03 6.8533e-03 8.4286e-03 7.6421e-03 7.7581e-03 6.3464e-03 9.0364e-03
 141.5000 7.6061e-03 6.0256e-03 9.1135e-03 6.7698e-03 8.3253e-03 7.5481e-03 7.6630e-03 6.2663e-03 8.9297e-03
 141.7500 7.5133e-03 5.9492e-03 9.0057e-03 6.6874e-03 8.2244e-03 7.4565e-03 7.5702e-03 6.1863e-03 8.8241e-03
 142.0000 7.4217e-03 5.8749e-03 8.8989e-03 6.6062e-03 8.1246e-03 7.3660e-03 7.4785e-03 6.1086e-03 8.7197e-03
 142.2500 7.3324e-03 5.8004e-03 8.7929e-03 6.5262e-03 8.0260e-03 7.2767e-03 7.3869e-03 6.0308e-03 8.6165e-03
 142.5000 7.2430e-03 5.7278e-03 8.6895e-03 6.4461e-03 7.9286e-03 7.1885e-03 7.2976e-03 5.9554e-03 8.5156e-03
 142.7500 7.1560e-03 5.6555e-03 8.5858e-03 6.3684e-03 7.8323e-03 7.1015e-03 7.2094e-03 5.8800e-03 8.4146e-03
 143.0000 7.0690e-03 5.5843e-03 8.4853e-03 6.2907e-03 7.7384e-03 7.0157e-03 7.1224e-03 5.8058e-03 8.3160e-03
 143.2500 6.9844e-03 5.5153e-03 8.3850e-03 6.2153e-03 7.6444e-03 6.9310e-03 7.0366e-03 5.7339e-03 8.2186e-03
 143.5000 6.8997e-03 5.4464e-03 8.2868e-03 6.1399e-03 7.5528e-03 6.8475e-03 6.9519e-03 5.6620e-03 8.1223e-03
 143.7500 6.8173e-03 5.3772e-03 8.1893e-03 6.0656e-03 7.4623e-03 6.7651e-03 6.8684e-03 5.5900e-03 8.0272e-03
 144.0000 6.7350e-03 5.3106e-03 8.0929e-03 5.9926e-03 7.3718e-03 6.6839e-03 6.7848e-03 5.5204e-03 7.9332e-03
 144.2500 6.6538e-03 5.2452e-03 7.9992e-03 5.9206e-03 7.2836e-03 6.6039e-03 6.7036e-03 5.4520e-03 7.8416e-03
 144.5000 6.5737e-03 5.1799e-03 7.9057e-03 5.8499e-03 7.1966e-03 6.5250e-03 6.6236e-03 5.3836e-03 7.7500e-03
 144.7500 6.4960e-03 5.1146e-03 7.8128e-03 5.7791e-03 7.1108e-03 6.4461e-03 6.5447e-03 5.3163e-03 7.6595e-03
 145.0000 6.4183e-03 5.0517e-03 7.7210e-03 5.7107e-03 7.0250e-03 6.3696e-03 6.4658e-03 5.2502e-03 7.5702e-03
 145.2500 6.3417e-03 4.9892e-03 7.6320e-03 5.6422e-03 6.9414e-03 6.2930e-03 6.3881e-03 5.1852e-03 7.4832e-03
 145.5000 6.2652e-03 4.9275e-03 7.5435e-03 5.5750e-03 6.8591e-03 6.2188e-03 6.3127e-03 5.1202e-03 7.3962e-03
 145.7500 6.1909e-03 4.8668e-03 7.4552e-03 5.5077e-03 6.7767e-03 6.1445e-03 6.2373e-03 5.0576e-03 7.3103e-03
 146.0000 6.1178e-03 4.8068e-03 7.3686e-03 5.4427e-03 6.6967e-03 6.0714e-03 6.1631e-03 4.9950e-03 7.2256e-03
 146.2500 6.0448e-03 4.7469e-03 7.2830e-03 5.3778e-03 6.6166e-03 5.9995e-03 6.0900e-03 4.9323e-03 7.1421e-03
 146.5000 5.9728e-03 4.6891e-03 7.1992e-03 5.3140e-03 6.5389e-03 5.9276e-03 6.0181e-03 4.8720e-03 7.0598e-03
 146.7500 5.9021e-03 4.6315e-03 7.1159e-03 5.2513e-03 6.4612e-03 5.8580e-03 5.9462e-03 4.8117e-03 6.9786e-03
 147.0000 5.8325e-03 4.5744e-03 7.0338e-03 5.1887e-03 6.3846e-03 5.7884e-03 5.8766e-03 4.7525e-03 6.8985e-03
 147.2500 5.7640e-03 4.5175e-03 6.9529e-03 5.1272e-03 6.3092e-03 5.7200e-03 5.8070e-03 4.6934e-03 6.8196e-03
 147.5000 5.6956e-03 4.4632e-03 6.8736e-03 5.0669e-03 6.2350e-03 5.6527e-03 5.7385e-03 4.6365e-03 6.7419e-03
 147.7500 5.6283e-03 4.4085e-03 6.7943e-03 5.0066e-03 6.1619e-03 5.5854e-03 5.6712e-03 4.5797e-03 6.6642e-03
 148.0000 5.5622e-03 4.3539e-03 6.7157e-03 4.9474e-03 6.0888e-03 5.5204e-03 5.6040e-03 4.5228e-03 6.5876e-03
 148.2500 5.4972e-03 4.3005e-03 6.6398e-03 4.8894e-03 6.0181e-03 5.4555e-03 5.5378e-03 4.4672e-03 6.5134e-03
 148.5000 5.4323e-03 4.2481e-03 6.5640e-03 4.8314e-03 5.9473e-03 5.3917e-03 5.4729e-03 4.4126e-03 6.4392e-03
 148.7500 5.3685e-03 4.1974e-03 6.4882e-03 4.7757e-03 5.8777e-03 5.3279e-03 5.4091e-03 4.3593e-03 6.3649e-03
 149.0000 5.3058e-03 4.1457e-03 6.4141e-03 4.7189e-03 5.8081e-03 5.2652e-03 5.3453e-03 4.3059e-03 6.2930e-03
 149.2500 5.2444e-03 4.0957e-03 6.3407e-03 4.6644e-03 5.7408e-03 5.2038e-03 5.2838e-03 4.2537e-03 6.2211e-03
 149.5000 5.1829e-03 4.0458e-03 6.2694e-03 4.6098e-03 5.6736e-03 5.1434e-03 5.2212e-03 4.2015e-03 6.1515e-03
 149.7500 5.1226e-03 3.9964e-03 6.1981e-03 4.5553e-03 5.6074e-03 5.0831e-03 5.1608e-03 4.1505e-03 6.0819e-03
 150.0000 5.0622e-03 3.9486e-03 6.1274e-03 4.5020e-03 5.5425e-03 5.0240e-03 5.1005e-03 4.1006e-03 6.0123e-03
 150.2500 5.0042e-03 3.9006e-03 6.0580e-03 4.4498e-03 5.4775e-03 4.9660e-03 5.0414e-03 4.0507e-03 5.9450e-03
 150.5000 4.9451e-03 3.8540e-03 5.9895e-03 4.3976e-03 5.4137e-03 4.9080e-03 4.9834e-03 4.0020e-03 5.8777e-03
 150.7500 4.8882e-03 3.8070e-03 5.9218e-03 4.3465e-03 5.3511e-03 4.8511e-03 4.9254e-03 3.9533e-03 5.8116e-03
 151.0000 4.8314e-03 3.7607e-03 5.8556e-03 4.2966e-03 5.2896e-03 4.7943e-03 4.8685e-03 3.9046e-03 5.7466e-03
 151.2500 4.7757e-03 3.7160e-03 5.7890e-03 4.2468e-03 5.2281e-03 4.7398e-03 4.8117e-03 3.8582e-03 5.6817e-03
 151.5000 4.7200e-03 3.6712e-03 5.7240e-03 4.1969e-03 5.1678e-03 4.6841e-03 4.7560e-03 3.8118e-03 5.6179e-03
 151.7500 4.6655e-03 3.6273e-03 5.6601e-03 4.1493e-03 5.1086e-03 4.6307e-03 4.7015e-03 3.7654e-03 5.5552e-03
 152.0000 4.6122e-03 3.5833e-03 5.5958e-03 4.1006e-03 5.0495e-03 4.5774e-03 4.6470e-03 3.7201e-03 5.4926e-03
 152.2500 4.5588e-03 3.5414e-03 5.5332e-03 4.0542e-03 4.9915e-03 4.5240e-03 4.5936e-03 3.6760e-03 5.4311e-03
 152.5000 4.5066e-03 3.4986e-03 5.4711e-03 4.0066e-03 4.9335e-03 4.4730e-03 4.5402e-03 3.6320e-03 5.3708e-03
 152.7500 4.4544e-03 3.4563e-03 5.4101e-03 3.9602e-03 4.8778e-03 4.4208e-03 4.4880e-03 3.5879e-03 5.3105e-03
 153.0000 4.4034e-03 3.4152e-03 5.3492e-03 3.9150e-03 4.8210e-03 4.3709e-03 4.4370e-03 3.5450e-03 5.2513e-03
 153.2500 4.3535e-03 3.3747e-03 5.2899e-03 3.8698e-03 4.7664e-03 4.3198e-03 4.3860e-03 3.5032e-03 5.1933e-03
 153.5000 4.3036e-03 3.3347e-03 5.2307e-03 3.8257e-03 4.7119e-03 4.2711e-03 4.3361e-03 3.4614e-03 5.1353e-03
 153.7500 4.2549e-03 3.2944e-03 5.1721e-03 3.7816e-03 4.6574e-03 4.2224e-03 4.2862e-03 3.4197e-03 5.0785e-03
 154.0000 4.2062e-03 3.2556e-03 5.1156e-03 3.7387e-03 4.6052e-03 4.1737e-03 4.2375e-03 3.3791e-03 5.0228e-03
 154.2500 4.1574e-03 3.2168e-03 5.0587e-03 3.6958e-03 4.5518e-03 4.1261e-03 4.1899e-03 3.3385e-03 4.9671e-03
 154.5000 4.1110e-03 3.1787e-03 5.0028e-03 3.6540e-03 4.5008e-03 4.0797e-03 4.1412e-03 3.2990e-03 4.9126e-03
 154.7500 4.0635e-03 3.1411e-03 4.9476e-03 3.6122e-03 4.4498e-03 4.0333e-03 4.0948e-03 3.2596e-03 4.8581e-03
 155.0000 4.0182e-03 3.1042e-03 4.8924e-03 3.5716e-03 4.3987e-03 3.9869e-03 4.0484e-03 3.2213e-03 4.8047e-03
 155.2500 3.9718e-03 3.0677e-03 4.8383e-03 3.5310e-03 4.3488e-03 3.9417e-03 4.0020e-03 3.1830e-03 4.7514e-03
 155.5000 3.9266e-03 3.0319e-03 4.7852e-03 3.4904e-03 4.3001e-03 3.8976e-03 3.9568e-03 3.1459e-03 4.6992e-03
 155.7500 3.8825e-03 2.9951e-03 4.7328e-03 3.4510e-03 4.2514e-03 3.8535e-03 3.9115e-03 3.1076e-03 4.6481e-03
 156.0000 3.8384e-03 2.9604e-03 4.6805e-03 3.4116e-03 4.2027e-03 3.8094e-03 3.8674e-03 3.0717e-03 4.5971e-03
 156.2500 3.7955e-03 2.9258e-03 4.6287e-03 3.3733e-03 4.1563e-03 3.7665e-03 3.8245e-03 3.0357e-03 4.5460e-03
 156.5000 3.7526e-03 2.8912e-03 4.5776e-03 3.3350e-03 4.1087e-03 3.7236e-03 3.7816e-03 2.9998e-03 4.4962e-03
 156.7500 3.7108e-03 2.8568e-03 4.5275e-03 3.2979e-03 4.0623e-03 3.6818e-03 3.7387e-03 2.9638e-03 4.4474e-03
 157.0000 3.6691e-03 2.8234e-03 4.4779e-03 3.2608e-03 4.0171e-03 3.6412e-03 3.6969e-03 2.9290e-03 4.3987e-03
 157.2500 3.6273e-03 2.7910e-03 4.4295e-03 3.2236e-03 3.9718e-03 3.5995e-03 3.6552e-03 2.8954e-03 4.3512e-03
 157.5000 3.5867e-03 2.7587e-03 4.3810e-03 3.1877e-03 3.9278e-03 3.5600e-03 3.6134e-03 2.8617e-03 4.3036e-03
 157.7500 3.5461e-03 2.7265e-03 4.3337e-03 3.1517e-03 3.8837e-03 3.5194e-03 3.5740e-03 2.8281e-03 4.2572e-03
 158.0000 3.5067e-03 2.6938e-03 4.2860e-03 3.1158e-03 3.8396e-03 3.4800e-03 3.5334e-03 2.7944e-03 4.2108e-03
 158.2500 3.4672e-03 2.6627e-03 4.2398e-03 3.0810e-03 3.7967e-03 3.4417e-03 3.4939e-03 2.7620e-03 4.1656e-03
 158.5000 3.4290e-03 2.6317e-03 4.1937e-03 3.0473e-03 3.7549e-03 3.4034e-03 3.4545e-03 2.7295e-03 4.1203e-03
 158.7500 3.3907e-03 2.6012e-03 4.1477e-03 3.0125e-03 3.7132e-03 3.3652e-03 3.4162e-03 2.6982e-03 4.0751e-03
 159.0000 3.3536e-03 2.5709e-03 4.1023e-03 2.9789e-03 3.6714e-03 3.3280e-03 3.3779e-03 2.6668e-03 4.0310e-03
 159.2500 3.3153e-03 2.5415e-03 4.0588e-03 2.9464e-03 3.6308e-03 3.2909e-03 3.3408e-03 2.6355e-03 3.9881e-03
 159.5000 3.2793e-03 2.5117e-03 4.0146e-03 2.9128e-03 3.5902e-03 3.2538e-03 3.3037e-03 2.6054e-03 3.9452e-03
 159.7500 3.2422e-03 2.4835e-03 3.9712e-03 2.8814e-03 3.5508e-03 3.2178e-03 3.2666e-03 2.5752e-03 3.9022e-03
 160.0000 3.2062e-03 2.4543e-03 3.9285e-03 2.8490e-03 3.5113e-03 3.1819e-03 3.2306e-03 2.5450e-03 3.8605e-03
 160.2500 3.1714e-03 2.4262e-03 3.8854e-03 2.8176e-03 3.4719e-03 3.1471e-03 3.1946e-03 2.5160e-03 3.8187e-03
 160.5000 3.1355e-03 2.3976e-03 3.8443e-03 2.7863e-03 3.4336e-03 3.1123e-03 3.1598e-03 2.4859e-03 3.7781e-03
 160.7500 3.1018e-03 2.3702e-03 3.8029e-03 2.7550e-03 3.3965e-03 3.0775e-03 3.1250e-03 2.4580e-03 3.7375e-03
 161.0000 3.0670e-03 2.3427e-03 3.7624e-03 2.7248e-03 3.3582e-03 3.0438e-03 3.0902e-03 2.4290e-03 3.6981e-03
 161.2500 3.0334e-03 2.3158e-03 3.7225e-03 2.6947e-03 3.3222e-03 3.0102e-03 3.0566e-03 2.4012e-03 3.6586e-03
 161.5000 2.9998e-03 2.2890e-03 3.6822e-03 2.6645e-03 3.2851e-03 2.9777e-03 3.0230e-03 2.3734e-03 3.6192e-03
 161.7500 2.9673e-03 2.2632e-03 3.6429e-03 2.6355e-03 3.2492e-03 2.9441e-03 2.9893e-03 2.3467e-03 3.5809e-03
 162.0000 2.9348e-03 2.2365e-03 3.6037e-03 2.6065e-03 3.2132e-03 2.9128e-03 2.9568e-03 2.3188e-03 3.5426e-03
 162.2500 2.9023e-03 2.2118e-03 3.5650e-03 2.5775e-03 3.1784e-03 2.8803e-03 2.9244e-03 2.2933e-03 3.5044e-03
 162.5000 2.8710e-03 2.1862e-03 3.5269e-03 2.5497e-03 3.1436e-03 2.8490e-03 2.8919e-03 2.2666e-03 3.4672e-03
 162.7500 2.8397e-03 2.1616e-03 3.4900e-03 2.5218e-03 3.1088e-03 2.8176e-03 2.8606e-03 2.2411e-03 3.4313e-03
 163.0000 2.8084e-03 2.1360e-03 3.4524e-03 2.4940e-03 3.0752e-03 2.7863e-03 2.8292e-03 2.2144e-03 3.3942e-03
 163.2500 2.7770e-03 2.1130e-03 3.4159e-03 2.4673e-03 3.0415e-03 2.7562e-03 2.7979e-03 2.1901e-03 3.3582e-03
 163.5000 2.7469e-03 2.0881e-03 3.3806e-03 2.4395e-03 3.0090e-03 2.7260e-03 2.7678e-03 2.1646e-03 3.3234e-03
 163.7500 2.7179e-03 2.0643e-03 3.3433e-03 2.4128e-03 2.9754e-03 2.6970e-03 2.7376e-03 2.1402e-03 3.2874e-03
 164.0000 2.6877e-03 2.0414e-03 3.3095e-03 2.3873e-03 2.9441e-03 2.6668e-03 2.7086e-03 2.1158e-03 3.2538e-03
 164.2500 2.6587e-03 2.0176e-03 3.2737e-03 2.3606e-03 2.9116e-03 2.6378e-03 2.6784e-03 2.0915e-03 3.2190e-03
 164.5000 2.6297e-03 1.9954e-03 3.2396e-03 2.3351e-03 2.8803e-03 2.6100e-03 2.6494e-03 2.0683e-03 3.1854e-03
 164.7500 2.6007e-03 1.9721e-03 3.2054e-03 2.3096e-03 2.8490e-03 2.5810e-03 2.6204e-03 2.0439e-03 3.1517e-03
 165.0000 2.5729e-03 1.9500e-03 3.1719e-03 2.2852e-03 2.8176e-03 2.5532e-03 2.5926e-03 2.0207e-03 3.1192e-03
 165.2500 2.5450e-03 1.9284e-03 3.1378e-03 2.2597e-03 2.7875e-03 2.5265e-03 2.5648e-03 1.9987e-03 3.0856e-03
 165.5000 2.5172e-03 1.9062e-03 3.1058e-03 2.2353e-03 2.7573e-03 2.4986e-03 2.5369e-03 1.9755e-03 3.0543e-03
 165.7500 2.4905e-03 1.8848e-03 3.0729e-03 2.2110e-03 2.7283e-03 2.4720e-03 2.5091e-03 1.9534e-03 3.0218e-03
 166.0000 2.4638e-03 1.8638e-03 3.0406e-03 2.1878e-03 2.6982e-03 2.4453e-03 2.4824e-03 1.9314e-03 2.9905e-03
 166.2500 2.4372e-03 1.8428e-03 3.0087e-03 2.1646e-03 2.6692e-03 2.4186e-03 2.4557e-03 1.9094e-03 2.9592e-03
 166.5000 2.4116e-03 1.8220e-03 2.9769e-03 2.1402e-03 2.6413e-03 2.3931e-03 2.4290e-03 1.8885e-03 2.9278e-03
 166.7500 2.3850e-03 1.8016e-03 2.9461e-03 2.1182e-03 2.6123e-03 2.3676e-03 2.4035e-03 1.8664e-03 2.8977e-03
 167.0000 2.3594e-03 1.7812e-03 2.9154e-03 2.0950e-03 2.5845e-03 2.3420e-03 2.3780e-03 1.8456e-03 2.8675e-03
 167.2500 2.3339e-03 1.7614e-03 2.8847e-03 2.0729e-03 2.5566e-03 2.3165e-03 2.3525e-03 1.8247e-03 2.8374e-03
 167.5000 2.3096e-03 1.7417e-03 2.8552e-03 2.0497e-03 2.5300e-03 2.2922e-03 2.3270e-03 1.8050e-03 2.8084e-03
 167.7500 2.2840e-03 1.7220e-03 2.8256e-03 2.0277e-03 2.5021e-03 2.2678e-03 2.3026e-03 1.7841e-03 2.7794e-03
 168.0000 2.2597e-03 1.7033e-03 2.7960e-03 2.0068e-03 2.4754e-03 2.2434e-03 2.2771e-03 1.7644e-03 2.7504e-03
 168.2500 2.2365e-03 1.6837e-03 2.7671e-03 1.9848e-03 2.4488e-03 2.2191e-03 2.2527e-03 1.7446e-03 2.7225e-03
 168.5000 2.2121e-03 1.6651e-03 2.7391e-03 1.9639e-03 2.4232e-03 2.1959e-03 2.2295e-03 1.7249e-03 2.6947e-03
 168.7500 2.1889e-03 1.6470e-03 2.7107e-03 1.9430e-03 2.3977e-03 2.1715e-03 2.2052e-03 1.7064e-03 2.6668e-03
 169.0000 2.1657e-03 1.6280e-03 2.6823e-03 1.9221e-03 2.3722e-03 2.1495e-03 2.1820e-03 1.6866e-03 2.6390e-03
 169.2500 2.1425e-03 1.6100e-03 2.6550e-03 1.9012e-03 2.3467e-03 2.1263e-03 2.1588e-03 1.6681e-03 2.6123e-03
 169.5000 2.1193e-03 1.5925e-03 2.6271e-03 1.8815e-03 2.3223e-03 2.1042e-03 2.1356e-03 1.6495e-03 2.5845e-03
 169.7500 2.0973e-03 1.5746e-03 2.6010e-03 1.8618e-03 2.2980e-03 2.0810e-03 2.1135e-03 1.6310e-03 2.5590e-03
 170.0000 2.0752e-03 1.5578e-03 2.5737e-03 1.8421e-03 2.2736e-03 2.0590e-03 2.0915e-03 1.6136e-03 2.5323e-03
 170.2500 2.0532e-03 1.5399e-03 2.5476e-03 1.8224e-03 2.2492e-03 2.0381e-03 2.0694e-03 1.5950e-03 2.5068e-03
 170.5000 2.0312e-03 1.5231e-03 2.5214e-03 1.8026e-03 2.2249e-03 2.0161e-03 2.0474e-03 1.5776e-03 2.4812e-03
 170.7500 2.0103e-03 1.5063e-03 2.4953e-03 1.7841e-03 2.2017e-03 1.9952e-03 2.0254e-03 1.5602e-03 2.4557e-03
 171.0000 1.9894e-03 1.4896e-03 2.4693e-03 1.7655e-03 2.1785e-03 1.9743e-03 2.0045e-03 1.5428e-03 2.4302e-03
 171.2500 1.9685e-03 1.4739e-03 2.4447e-03 1.7470e-03 2.1564e-03 1.9534e-03 1.9824e-03 1.5266e-03 2.4058e-03
 171.5000 1.9476e-03 1.4572e-03 2.4198e-03 1.7284e-03 2.1332e-03 1.9326e-03 1.9627e-03 1.5092e-03 2.3815e-03
 171.7500 1.9268e-03 1.4415e-03 2.3952e-03 1.7098e-03 2.1112e-03 1.9117e-03 1.9418e-03 1.4929e-03 2.3571e-03
 172.0000 1.9070e-03 1.4259e-03 2.3703e-03 1.6924e-03 2.0892e-03 1.8920e-03 1.9210e-03 1.4767e-03 2.3328e-03
